VIN,Date Time,Odometer,Miles Driven,Fuel Type,Units,Price Per Unit,Total Amount,Non-Fuel Transaction
3N6CM0KN3KK691219,7/7/2022,"85,594",265,Regular,12,$4.39,$53.89,No
1N6BF0KM2JN814806,7/1/2022,"142,572",274,Regular,19,$4.75,$88.56,No
1N6BF0KM2JN814806,7/5/2022,"142,885",313,Regular,22,$4.61,$100.91,No
1N6BF0KM2JN814806,7/7/2022,"143,170",285,Regular,22,$4.70,$102.74,No
1N6BF0KM2JN814806,7/8/2022,"143,496",326,Regular,22,$4.67,$101.00,No
1N6BF0KM2JN814806,7/12/2022,"134,654",152,Regular,11,$4.60,$50.18,No
1N6BF0KM2JN814806,7/13/2022,"143,958",332,Regular,24,$4.47,$106.05,No
1N6BF0KM2JN814806,7/14/2022,"142,889",152,Regular,11,$4.60,$50.00,No
3N6CM0KN6KK693126,7/12/2022,"121,097",319,Regular,13,$4.40,$57.24,No
1N6BF0KM4JN814628,7/6/2022,"97,400",200,Regular,22,$5.60,$125.78,No
,,,,,,,,
1N6BF0KM4JN814628,7/11/2022,"97,620",220,Regular,25,$5.80,$147.63,No
1N6BF0KM4JN814628,7/13/2022,"50,464",190,Regular,20,$6.16,$123.12,No
3N6CM0KN2KK691213,7/6/2022,"68,978",234,Regular,10,$4.56,$43.84,No
3N6CM0KN2KK691213,7/11/2022,"69,228",250,Regular,11,$4.34,$49.00,No
3N6CM0KN2KK691213,7/13/2022,"69,000",302,Regular,12,$4.60,$56.30,No
2C4RDGBG1KR559337,7/5/2022,"114,834",341,Regular,14,$5.00,$70.47,No
2C4RDGBG1KR559337,7/7/2022,"115,130",296,Regular,13,$4.66,$60.44,No
2C4RDGBG1KR559337,7/13/2022,"115,862",351,Regular,15,$4.53,$67.78,No
2C4RDGBG1KR555739,7/5/2022,"87,605",297,Regular,17,$4.30,$73.85,No
2C4RDGBG1KR547222,7/6/2022,"868,444",355,Regular,17,$4.76,$80.02,No
2C4RDGBG1KR547222,7/11/2022,"87,250",394,Regular,19,$4.67,$87.17,No
2C4RDGBG1KR547222,7/13/2022,"87,626",376,Regular,16,$4.64,$76.01,No
2C4RDGBGXKR524974,7/5/2022,"75,502",309,Regular,15,$4.60,$67.54,No
2C4RDGBGXKR524974,7/8/2022,"75,806",304,Regular,14,$4.41,$61.74,No
3N6CM0KN0KK692697,7/13/2022,"135,886",278,Regular,10,$5.90,$61.05,No
1N6BF0KM1JN814375,7/7/2022,"122,808",305,Regular,22,$6.20,$134.21,No
3N6CM0KN2KK690384,7/7/2022,"105,734",263,Regular,10,$6.30,$59.83,No
3N6CM0KN2KK690384,7/13/2022,"105,684",178,Regular,7,$5.90,$42.51,No
2C4RDGBG0KR612688,7/1/2022,"102,590",315,Regular,15,$5.00,$76.25,No
2C4RDGBGXKR527163,7/6/2022,"80,762",266,Regular,7,$5.81,$40.00,No
2C4RDGBGXKR527163,7/11/2022,"80,931",169,Regular,16,$5.60,$90.47,No
1N6BF0KM3JN812532,7/11/2022,"85,169",250,Regular,22,$4.50,$99.00,No
,,,,,,,,
1N6BF0KM3JN812532,7/13/2022,"85,430",213,Regular,19,$4.53,$84.94,No
,,,,,,,,
,,,,,,,,
1N6BF0KM4JN810255,7/5/2022,"79,634",237,Regular,17,$5.50,$95.23,No
1N6BF0KM4JN810255,7/12/2022,"79,861",227,Regular,21,$5.30,$110.28,No
3N6CM0KN7JK705072,7/14/2022,"60,576",148,Mid-Grade,6,$4.96,$30.33,No
1N6BF0KM4JN816735,7/1/2022,"82,553",346,Regular,22,$4.40,$96.38,No
1N6BF0KM4JN816735,7/11/2022,"82,887",334,Regular,21,$4.50,$96.08,No
2C4RDGBG4KR573636,7/1/2022,"206,177",312,Regular,11,$4.93,$54.81,No
2C4RDGBG4KR573636,7/5/2022,"206,452",275,Regular,16,$4.55,$71.37,No
2C4RDGBG4KR573636,7/7/2022,"206,805",353,Regular,14,$4.74,$67.43,No
2C4RDGBG4KR573636,7/8/2022,"206,958",153,Regular,6,$4.40,$28.02,No
2C4RDGBG4KR573636,7/11/2022,"207,354",396,Regular,16,$4.70,$73.36,No
2C4RDGBG4KR573636,7/13/2022,"207,756",402,Regular,13,$4.50,$59.74,No
1N6BF0KM3JN812532,7/1/2022,"84,587",215,Premium,19,$4.96,$92.02,No
2C4RDGBG0KR612688,7/12/2022,"102,739",149,Regular,7,$4.90,$35.30,No
ZFBERFBB3H6G39727,7/1/2022,"92,839",402,Regular,14,$5.08,$70.83,No
ZFBERFBB3H6G39727,7/5/2022,"93,181",342,Regular,12,$4.76,$57.96,No
ZFBERFBB3H6G39727,7/7/2022,"93,556",375,Regular,13,$4.76,$61.34,No
ZFBERFBB3H6G39727,7/12/2022,"93,891",335,Regular,11,$4.56,$50.00,No
ZFBERFBB3H6G39727,7/14/2022,"94,275",384,Regular,13,$4.68,$63.08,No
2C4RDGBG7KR547418,7/5/2022,"127,195",368,Regular,19,$4.34,$83.01,No
1N6BF0KM4JN810255,7/5/2022,"79,631",3,Regular,0,$5.80,$1.45,No
,,,,,,,,
1N6BF0KM3JN812532,7/8/2022,"88,850",284,Regular,25,$4.50,$112.22,No
1N6BF0KM3JN818444,7/12/2022,"138,856",382,Regular,22,$3.97,$88.87,No
2C4RDGBG9KR500911,7/1/2022,"72,411",405,Regular,18,$5.04,$91.84,No
2C4RDGBG9KR500911,7/13/2022,"72,870",459,Regular,17,$4.60,$79.32,No
3N6CM0KN7KK690199,7/5/2022,"89,000",300,Regular,14,$6.50,$90.95,No
3N6CM0KN7KK690199,7/7/2022,"89,500",500,Regular,15,$6.26,$91.49,No
3N6CM0KN7KK690199,7/13/2022,"89,500",322,Regular,14,$6.00,$83.67,No
1N6BF0KM3JN818444,7/7/2022,"39,856",363,Premium,21,$4.76,$101.34,No
2C4RDGBG4KR649162,7/12/2022,"98,677",329,Regular,15,$4.61,$70.09,No
,,,,,,,,
,,,,,,,,
2C4RDGBGXKR649165,7/5/2022,"51,916",257,Regular,12,$4.20,$51.10,No
2C4RDGBGXKR649165,7/12/2022,"52,228",312,Regular,15,$4.57,$69.33,No
2C4RDGBG4KR649162,7/5/2022,"97,987",321,Regular,15,$4.78,$70.91,No
2C4RDGBG4KR649162,7/7/2022,"134,162",352,Other,16,$3.80,$61.68,No
2C4RDGBG0KR649160,7/5/2022,"97,730",330,Regular,15,$5.00,$73.35,No
2C4RDGBG2KR649161,7/1/2022,"126,717",330,Regular,15,$4.60,$67.11,No
2C4RDGBG9KR649268,7/6/2022,"142,778",343,Regular,13,$4.30,$57.34,No
2C4RDGBG9KR649268,7/7/2022,"143,030",252,Regular,11,$4.62,$49.56,No
2C4RDGBG9KR649268,7/12/2022,"143,348",318,Regular,12,$4.50,$55.56,No
2C4RDGBG9KR649268,7/13/2022,"143,702",354,Regular,14,$4.09,$56.86,No
2C4RDGBG2KR649161,7/7/2022,"127,108",391,Regular,16,$4.39,$70.17,No
2C4RDGBG2KR649161,7/11/2022,"127,288",180,Regular,8,$4.56,$35.10,No
2C4RDGBG2KR649161,7/13/2022,"127,595",307,Regular,13,$4.50,$56.67,No
2C4RDGBG0KR649160,7/1/2022,"97,075",250,Regular,13,$4.90,$63.10,No
1N6BF0KM6JN818437,7/5/2022,"140,419",259,Regular,19,$4.30,$82.27,No
1N6BF0KM6JN818437,7/8/2022,"140,657",238,Regular,20,$4.20,$86.02,No
1N6BF0KM6JN818437,7/13/2022,"140,842",185,Regular,15,$4.12,$61.54,No
2C4RDGBG1KR649202,7/8/2022,"115,039",367,Regular,15,$4.40,$65.13,No
2C4RDGBG1KR649202,7/13/2022,"115,445",406,Regular,15,$4.20,$62.77,No
2C4RDGBGXKR649201,7/6/2022,"145,898",686,Regular,17,$4.30,$72.02,No
2C4RDGBGXKR649201,7/7/2022,"146,249",351,Regular,13,$4.40,$59.17,No
2C4RDGBGXKR649201,7/12/2022,"146,656",407,Regular,15,$4.30,$65.00,No
,,,,,,,,
2C4RDGBG8KR649200,7/11/2022,"67,070",280,Regular,16,$4.07,$63.97,No
,,,,,,,,
2C4RDGBG0KR649160,7/13/2022,"98,460",365,Regular,18,$4.83,$89.10,No
2C4RDGBG8KR649164,7/6/2022,"16,330",294,Regular,14,$4.50,$60.77,No
2C4RDGBG8KR649164,7/8/2022,"163,580",240,Regular,11,$4.20,$46.47,No
2C4RDGBG0KR649160,7/2/2022,"97,400",325,Regular,17,$5.00,$85.20,No
2C4RDGBG9KR649268,7/5/2022,"142,435",173,Regular,8,$4.60,$36.94,No
2C4RDGBG7KR649267,7/5/2022,"42,054",392,Regular,12,$4.90,$60.46,No
2C4RDGBG4KR649159,7/1/2022,"48,973",323,Regular,16,$4.85,$75.79,No
2C4RDGBG4KR649159,7/7/2022,"49,265",292,Regular,16,$4.44,$70.55,No
2C4RDGBG4KR649159,7/14/2022,"49,620",355,Regular,17,$4.20,$70.66,No
2C4RDGBG9KR649268,7/1/2022,"142,262",260,Regular,9,$4.65,$43.05,No
2C4RDGBG4KR649341,7/7/2022,"100,787",371,Regular,14,$4.38,$61.24,No
2C4RDGBG4KR649341,7/12/2022,"101,061",274,Regular,13,$4.71,$59.40,No
2C4RDGBGXKR649215,7/1/2022,"61,431",340,Regular,16,$4.50,$71.20,No
2C4RDGBGXKR649215,7/7/2022,"61,754",323,Regular,15,$4.54,$69.40,No
2C4RDGBGXKR649215,7/11/2022,"62,031",277,Regular,13,$4.52,$56.60,No
2C4RDGBGXKR649215,7/13/2022,"62,375",344,Regular,15,$4.48,$68.76,No
2C4RDGBG4KR649341,7/6/2022,"100,416",331,Regular,15,$4.70,$70.01,No
,,,,,,,,
2C4RDGBG5KR649266,7/13/2022,"104,144",376,Regular,17,$4.20,$69.67,No
2C4RDGBG3KR649265,7/1/2022,"114,003",231,Regular,13,$4.70,$58.79,No
2C4RDGBG3KR649265,7/6/2022,"114,384",381,Regular,15,$4.60,$69.06,No
2C4RDGBG3KR649265,7/12/2022,"114,694",310,Regular,14,$4.40,$62.17,No
2C4RDGBG1KR649264,7/6/2022,"81,161",346,Regular,14,$4.65,$64.06,No
2C4RDGBG1KR649264,7/11/2022,"81,528",367,Regular,16,$4.24,$67.48,No
2C4RDGBGXKR649263,7/7/2022,"90,254",385,Regular,16,$4.77,$76.82,No
2C4RDGBGXKR649263,7/11/2022,"90,618",364,Regular,12,$4.90,$59.15,No
2C4RDGBGXKR649263,7/13/2022,"90,866",248,Regular,17,$4.76,$79.41,No
2C4RDGBG3KR649217,7/5/2022,"54,963",417,Regular,17,$4.91,$83.50,No
2C4RDGBG3KR649217,7/11/2022,"55,327",364,Regular,16,$4.80,$75.51,No
2C4RDGBG3KR649217,7/13/2022,"55,712",385,Regular,16,$4.76,$77.50,No
2C4RDGBG3KR649217,7/14/2022,"56,031",319,Regular,14,$4.60,$64.00,No
2C4RDGBG2KR649340,7/6/2022,"87,889",349,Regular,13,$4.35,$54.71,No
2C4RDGBG2KR649340,7/8/2022,"88,235",346,Regular,13,$4.71,$60.51,No
2C4RDGBG2KR649340,7/12/2022,"88,576",341,Regular,12,$4.40,$51.30,No
2C4RDGBG2KR649340,7/13/2022,"88,972",396,Regular,13,$4.70,$61.91,No
2C4RDGBG6KR649339,7/1/2022,"74,568",296,Regular,13,$5.30,$70.53,No
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
2C4RDGBG0KR649322,7/1/2022,"54,580",326,Regular,15,$4.66,$68.26,No
2C4RDGBG0KR649322,7/4/2022,"54,612",32,Regular,4,$4.64,$18.01,No
2C4RDGBG0KR649322,7/11/2022,"54,864",252,Regular,9,$4.45,$40.10,No
2C4RDGBG0KR649322,7/13/2022,"55,083",219,Regular,10,$4.18,$40.44,No
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
2C4RDGBG6KR649339,7/8/2022,"75,114",188,Regular,9,$5.10,$44.74,No
2C4RDGBG0KR649272,7/7/2022,"107,965",301,Regular,15,$4.89,$71.27,No
,,,,,,,,
,,,,,,,,
2C4RDGBG0KR649272,7/12/2022,"108,628",293,Regular,13,$4.70,$62.58,No
2C4RDGBG7KR649270,7/1/2022,"59,111",242,Regular,16,$4.80,$76.63,No
2C4RDGBG7KR649270,7/7/2022,"59,439",328,Regular,14,$4.58,$62.87,No
2C4RDGBG0KR649269,7/6/2022,"53,720",228,Regular,10,$4.40,$44.68,No
2C4RDGBG0KR649269,7/8/2022,"54,080",360,Regular,13,$4.54,$59.50,No
2C4RDGBG0KR649269,7/12/2022,"54,419",339,Regular,15,$4.32,$63.51,No
2C4RDGBG9KR649321,7/5/2022,"147,585",395,Other,17,$3.30,$55.54,No
2C4RDGBG9KR649321,7/8/2022,"147,918",333,Regular,17,$4.76,$81.32,No
2C4RDGBG9KR649321,7/12/2022,"148,298",380,Regular,16,$4.20,$65.65,No
2C4RDGBG9KR649321,7/13/2022,"148,618",320,Regular,14,$3.91,$55.13,No
2C4RDGBG2KR649273,7/5/2022,"111,083",263,Regular,11,$4.60,$52.23,No
2C4RDGBG2KR649273,7/6/2022,"111,383",300,Regular,12,$4.60,$55.28,No
2C4RDGBG2KR649273,7/7/2022,"111,683",300,Regular,12,$4.60,$55.75,No
2C4RDGBG6KR649356,7/5/2022,"87,854",295,Regular,15,$5.30,$81.73,No
2C4RDGBG6KR649356,7/13/2022,"88,177",323,Regular,15,$4.25,$63.37,No
2C4RDGBG2KR649273,7/12/2022,"112,007",324,Regular,12,$4.50,$54.88,No
2C4RDGBG2KR649273,7/12/2022,"112,245",238,Regular,10,$4.55,$45.59,No
2C4RDGBG2KR649273,7/13/2022,"112,462",217,Regular,9,$5.10,$46.85,No
2C4RDGBG0KR649272,7/5/2022,"107,664",351,Regular,17,$4.90,$81.12,No
2C4RDGBG4KR649355,7/11/2022,"117,579",323,Regular,15,$5.20,$76.66,No
2C4RDGBG4KR649355,7/13/2022,"117,915",336,Regular,16,$4.66,$73.69,No
2C4RDGBG7KR649351,7/5/2022,"166,077",347,Regular,14,$4.95,$70.00,No
2C4RDGBG7KR649351,7/6/2022,"166,416",339,Regular,13,$4.86,$63.99,No
2C4RDGBG7KR649351,7/7/2022,"166,763",347,Regular,14,$4.80,$68.99,No
2C4RDGBG7KR649351,7/8/2022,"167,083",320,Regular,13,$4.67,$60.00,No
2C4RDGBG7KR649351,7/11/2022,"167,500",417,Regular,15,$4.80,$72.00,No
2C4RDGBG7KR649351,7/13/2022,"167,842",342,Regular,16,$4.70,$73.01,No
,,,,,,,,
2C4RDGBG7KR649351,7/14/2022,"168,065",202,Regular,9,$4.69,$41.99,No
2C4RDGBG4KR649260,7/1/2022,"28,730",130,Regular,8,$5.10,$39.00,No
2C4RDGBG8KR654459,7/8/2022,"66,766",341,Regular,15,$5.33,$80.45,No
2C4RDGBG8KR649357,7/7/2022,"70,605",294,Regular,15,$5.53,$85.01,No
2C4RDGBG8KR649357,7/12/2022,"70,925",320,Regular,15,$5.30,$81.19,No
2C4RDGBG8KR649357,7/14/2022,"71,101",176,Regular,8,$5.33,$42.01,No
2C4RDGBG5KR649347,7/7/2022,"64,610",310,Regular,14,$4.56,$65.47,No
2C4RDGBG5KR649347,7/13/2022,"64,901",291,Regular,13,$4.40,$55.04,No
2C4RDGBG4KR649355,7/4/2022,"116,396",329,Regular,16,$4.74,$73.69,No
,,,,,,,,
2C4RDGBG2KR649435,7/7/2022,"109,980",282,Regular,8,$6.60,$53.56,No
2C4RDGBG2KR649435,7/8/2022,"110,139",159,Regular,14,$6.10,$86.86,No
2C4RDGBG2KR649435,7/11/2022,"110,370",231,Regular,15,$5.90,$87.37,No
2C4RDGBG2KR649435,7/13/2022,"110,637",267,Regular,14,$5.78,$78.33,No
2C4RDGBG4KR649355,7/7/2022,"117,256",306,Regular,14,$4.90,$70.88,No
2C4RDGBGXKR649344,7/11/2022,"166,596",404,Regular,15,$4.46,$65.99,No
2C4RDGBGXKR649344,7/13/2022,"166,979",383,Regular,15,$4.57,$66.83,No
2C4RDGBG8KR649343,7/5/2022,"66,333",277,Regular,16,$4.38,$71.89,No
2C4RDGBG8KR649343,7/6/2022,"66,627",294,Regular,12,$4.16,$48.96,No
2C4RDGBG8KR649343,7/11/2022,"67,014",387,Regular,16,$4.40,$71.79,No
2C4RDGBG6KR649342,7/5/2022,0,328,Regular,16,$4.40,$69.23,No
,,,,,,,,
2C4RDGBG6KR649437,7/5/2022,"86,096",318,Regular,15,$4.03,$62.02,No
2C4RDGBG6KR649437,7/6/2022,"87,123",327,Regular,16,$4.08,$64.60,No
2C4RDGBG6KR649437,7/8/2022,"87,471",348,Regular,14,$3.86,$54.01,No
2C4RDGBG6KR649437,7/12/2022,"87,711",240,Regular,12,$4.03,$50.00,No
2C4RDGBG4KR649436,7/1/2022,"83,536",223,Regular,14,$5.53,$77.55,No
2C4RDGBG4KR649436,7/5/2022,"83,728",192,Regular,11,$5.30,$58.67,No
2C4RDGBG4KR649436,7/8/2022,"83,989",261,Regular,16,$5.26,$83.01,No
2C4RDGBG4KR649436,7/11/2022,"84,129",140,Regular,9,$5.40,$46.96,No
2C4RDGBG4KR649436,7/13/2022,"84,324",195,Regular,13,$5.36,$68.72,No
2C4RDGBG2KR649435,7/1/2022,"109,532",237,Regular,9,$6.60,$58.29,No
2C4RDGBG1KR649345,7/11/2022,"61,198",360,Regular,17,$4.48,$78.28,No
1N6BF0KM9KN806655,7/7/2022,"79,664",319,Regular,20,$4.31,$85.01,No
1N6BF0KM9KN806655,7/8/2022,"79,998",334,Regular,21,$4.57,$98.00,No
1N6BF0KM9KN806655,7/12/2022,"80,334",336,Regular,22,$4.40,$98.75,No
1N6BF0KM9KN806655,7/14/2022,"80,672",338,Regular,22,$3.90,$85.50,No
2C4RDGBG1KR649345,7/13/2022,"636,215",305,Regular,15,$4.39,$65.00,No
2C4RDGBGXKR649344,7/1/2022,"165,500",396,Regular,17,$5.00,$83.50,No
2C4RDGBG2KR649435,7/5/2022,"109,698",166,Regular,15,$6.15,$95.11,No
2C4RDGBGXKR649344,7/6/2022,"165,977",477,Regular,11,$4.70,$50.00,No
2C4RDGBGXKR649344,7/7/2022,"166,192",215,Regular,15,$4.98,$72.56,No
2C4RDGBG0KR649434,7/11/2022,"100,107",247,Regular,16,$6.00,$93.71,No
2C4RDGBG0KR649434,7/13/2022,"100,349",242,Regular,17,$5.66,$93.88,No
2C4RDGBG7KR649432,7/11/2022,"54,852",216,Regular,15,$4.68,$70.00,No
2C4RDGBG3KR649430,7/5/2022,"68,472",259,Regular,14,$4.68,$65.19,No
2C4RDGBG3KR649430,7/7/2022,"68,822",350,Regular,17,$4.80,$81.70,No
2C4RDGBG7KR649429,7/8/2022,"86,508",408,Regular,16,$4.76,$76.60,No
2C4RDGBG7KR649429,7/10/2022,"86,905",397,Regular,17,$4.60,$80.01,No
2C4RDGBG7KR649429,7/13/2022,"87,273",368,Regular,15,$4.43,$65.00,No
2C4RDGBG7KR603065,7/5/2022,"123,889",153,Regular,8,$4.94,$37.40,No
2C4RDGBG7KR603065,7/6/2022,"124,027",138,Regular,6,$4.90,$29.86,No
2C4RDGBG7KR603065,7/7/2022,"124,227",200,Regular,9,$4.90,$43.89,No
2C4RDGBG7KR603065,7/11/2022,"124,389",162,Regular,8,$4.70,$36.91,No
2C4RDGBG7KR603065,7/12/2022,"124,601",212,Regular,10,$4.70,$48.39,No
2C4RDGBG7KR603065,7/13/2022,"124,852",251,Regular,12,$4.70,$56.77,No
1N6BF0KM9KN806641,7/1/2022,"72,487",406,Regular,23,$4.16,$94.08,No
1N6BF0KM9KN806641,7/8/2022,"72,848",361,Regular,20,$4.50,$88.96,No
1N6BF0KM9KN806655,7/6/2022,"79,345",276,Regular,19,$4.60,$86.50,No
2C4RDGBG0KR649434,7/1/2022,"99,615",310,Regular,16,$6.44,$101.96,No
2C4RDGBG0KR649434,7/7/2022,"99,860",245,Regular,13,$7.00,$93.02,No
1N6BF0KMXKN806602,7/13/2022,"95,409",303,Regular,18,$4.30,$76.11,No
1N6BF0KM3KN806649,7/1/2022,"89,054",334,Regular,12,$4.20,$51.98,No
1N6BF0KM3KN806649,7/7/2022,"89,267",213,Regular,19,$4.40,$84.74,No
1N6BF0KM3KN806649,7/11/2022,"89,519",252,Regular,15,$4.40,$66.22,No
1N6BF0KM8KN806677,7/1/2022,"51,037",415,Regular,23,$4.60,$107.50,No
1N6BF0KM8KN806677,7/8/2022,"51,429",392,Regular,24,$4.50,$107.50,No
1N6BF0KM5KN806622,7/5/2022,"150,313",472,Regular,23,$4.40,$102.00,No
1N6BF0KM5KN806622,7/11/2022,"150,689",376,Regular,22,$4.40,$98.00,No
1N6BF0KM5KN806622,7/13/2022,"151,000",311,Regular,19,$4.40,$83.00,No
1N6BF0KM5KN806622,7/14/2022,"151,453",453,Regular,23,$4.00,$92.00,No
1N6BF0KMXKN806602,7/5/2022,"94,716",356,Regular,21,$4.40,$91.30,No
1N6BF0KMXKN806602,7/8/2022,"95,106",390,Regular,24,$4.25,$100.01,No
1N6BF0KM5KN805955,7/5/2022,"61,275",105,Regular,9,$4.80,$45.01,No
1N6BF0KM5KN805955,7/7/2022,"61,455",180,Regular,11,$4.77,$53.57,No
1N6BF0KM5KN805955,7/11/2022,"61,675",220,Regular,16,$4.74,$74.11,No
1N6BF0KM3KN805887,7/7/2022,"58,228",168,Mid-Grade,10,$5.20,$53.81,No
1N6BF0KM3KN805887,7/13/2022,0,346,Regular,21,$4.64,$98.90,No
1N6BF0KM1KN806567,7/6/2022,"97,791",328,Regular,21,$4.10,$87.28,No
1N6BF0KM5KN805101,7/12/2022,"74,020",270,Regular,21,$4.80,$100.00,No
1N6BF0KM9KN805215,7/5/2022,"87,960",522,Regular,13,$4.80,$61.12,No
1N6BF0KM9KN805215,7/7/2022,"87,482",341,Regular,20,$4.80,$95.98,No
1N6BF0KM9KN805215,7/8/2022,"87,741",259,Regular,17,$4.70,$81.35,No
1N6BF0KM9KN805215,7/12/2022,"88,047",306,Regular,10,$4.76,$49.40,No
1N6BF0KM9KN805215,7/13/2022,"88,162",340,Regular,20,$4.70,$93.80,No
1N6BF0KM7KN805973,7/5/2022,"52,498",210,Regular,15,$4.84,$71.25,No
1N6BF0KM7KN805973,7/7/2022,"52,731",233,Regular,16,$4.76,$74.77,No
1N6BF0KM7KN805973,7/12/2022,"52,940",209,Regular,14,$4.74,$65.88,No
1N6BF0KM7KN805973,7/14/2022,"53,171",231,Regular,16,$4.70,$73.90,No
1N6BF0KM3KN805033,7/8/2022,"60,016",192,Regular,12,$4.83,$59.64,No
1N6BF0KM1KN806567,7/11/2022,"98,134",343,Regular,21,$4.19,$89.02,No
1N6BF0KM5KN805308,7/6/2022,"69,348",221,Regular,17,$4.60,$76.48,No
1N6BF0KM5KN805308,7/7/2022,"69,520",172,Regular,12,$4.60,$54.40,No
1N6BF0KM5KN805308,7/8/2022,"69,853",333,Regular,22,$4.54,$100.00,No
1N6BF0KM5KN805308,7/13/2022,"70,015",162,Regular,13,$4.46,$56.20,No
1N6BF0KM1KN806567,7/13/2022,"98,451",317,Regular,20,$4.19,$84.60,No
1N6BF0KM1KN806083,7/13/2022,"96,428",336,Regular,21,$4.70,$98.12,No
1N6BF0KM3KN805033,7/1/2022,"59,675",221,Regular,14,$4.64,$63.95,No
1N6BF0KM3KN805033,7/5/2022,"59,824",149,Regular,14,$4.86,$67.94,No
1N6BF0KM5KN805101,7/6/2022,"72,132",286,Regular,22,$4.60,$101.45,No
1N6BF0KM5KN804949,7/7/2022,"120,054",214,Regular,14,$4.64,$62.73,No
1N6BF0KM5KN804949,7/11/2022,"120,332",278,Regular,17,$4.63,$79.04,No
1N6BF0KM5KN804949,7/13/2022,"120,595",263,Regular,16,$4.64,$74.30,No
1N6BF0KMXKN805384,7/1/2022,"80,156",184,Regular,15,$5.00,$72.50,No
1N6BF0KMXKN805384,7/8/2022,"80,448",292,Regular,23,$4.80,$109.85,No
1N6BF0KMXKN805384,7/12/2022,"80,739",291,Regular,23,$4.86,$112.02,No
1N6BF0KMXKN805384,7/14/2022,"81,002",263,Regular,22,$4.80,$103.26,No
1N6BF0KM6KN805981,7/13/2022,"127,269",258,Regular,19,$4.60,$88.00,No
1N6BF0KM1KN805984,7/1/2022,"114,897",336,Regular,20,$4.80,$97.94,No
1N6BF0KM1KN805984,7/7/2022,"114,514",391,Regular,24,$4.65,$110.46,No
1N6BF0KM1KN805984,7/11/2022,"114,827",313,Mid-Grade,20,$4.60,$90.00,No
1N6BF0KM3KN805033,7/13/2022,"65,081",262,Regular,18,$4.40,$79.49,No
,,,,,,,,
1N6BF0KM5KN804949,7/1/2022,"119,346",188,Regular,12,$4.80,$55.39,No
1N6BF0KM5KN804949,7/5/2022,"119,569",223,Regular,13,$4.86,$62.49,No
1N6BF0KM5KN804949,7/6/2022,"119,840",271,Regular,15,$4.93,$74.36,No
1N6BF0KM1KN805984,7/12/2022,"115,099",272,Regular,17,$4.63,$79.17,No
1N6BF0KM6KN805964,7/14/2022,"118,004",257,Regular,15,$4.52,$68.78,No
1N6BF0KM1KN806083,7/6/2022,"95,758",308,Regular,21,$4.82,$100.82,No
1N6BF0KM1KN806083,7/8/2022,"98,653",327,Regular,20,$4.58,$93.11,No
,,,,,,,,
,,,,,,,,
1N6BF0KM5KN806006,7/8/2022,"79,032",250,Regular,15,$4.00,$59.13,No
1N6BF0KM5KN806006,7/13/2022,"79,316",284,Regular,20,$4.18,$81.68,No
1N6BF0KM3KN806571,7/12/2022,"76,125",184,Regular,23,$4.37,$101.43,No
1N6BF0KM5KN806586,7/8/2022,"110,833",258,Regular,18,$4.33,$80.01,No
1N6BF0KM2KN806593,7/5/2022,"83,298",294,Regular,18,$4.42,$80.61,No
1N6BF0KM2KN806593,7/7/2022,"83,642",344,Regular,20,$4.20,$82.51,No
1N6BF0KM2KN806593,7/13/2022,"83,977",335,Regular,21,$4.20,$89.67,No
1N6BF0KM8KN805979,7/13/2022,"51,283",228,Regular,22,$6.00,$128.97,No
1N6BF0KM4KN805980,7/5/2022,"2,698",326,Regular,23,$6.30,$142.57,No
1N6BF0KM4KN805980,7/8/2022,"3,015",317,Regular,23,$6.30,$145.30,No
1N6BF0KM4KN805980,7/12/2022,"3,325",310,Regular,22,$6.10,$134.99,No
1N6BF0KM4KN805980,7/14/2022,"3,564",239,Regular,18,$6.00,$107.69,No
1N6BF0KM6KN805964,7/1/2022,"116,835",368,Regular,22,$4.72,$101.85,No
1N6BF0KM6KN805964,7/6/2022,"117,147",312,Regular,18,$4.34,$78.54,No
1N6BF0KM6KN805964,7/8/2022,"117,430",283,Regular,16,$4.17,$66.25,No
1N6BF0KM6KN805964,7/12/2022,"117,747",317,Regular,18,$4.56,$82.77,No
1N6BF0KM3KN806621,7/7/2022,"62,884",382,Regular,24,$4.80,$114.24,No
1N6BF0KM3KN806621,7/11/2022,"63,102",218,Regular,13,$4.29,$56.33,No
1N6BF0KM5KN806006,7/5/2022,"78,522",275,Regular,19,$4.40,$85.72,No
1N6BF0KM5KN806006,7/6/2022,"78,782",260,Regular,18,$4.36,$76.43,No
3N6CM0KN4KK701241,7/6/2022,"52,430",256,Regular,10,$4.50,$44.52,No
3N6CM0KN4KK701241,7/14/2022,"52,639",209,Regular,9,$4.60,$41.01,No
,,,,,,,,
3N6CM0KN0KK696295,7/5/2022,"87,332",201,Regular,7,$6.20,$46.44,No
3N6CM0KN0KK696295,7/7/2022,"87,525",193,Regular,7,$6.20,$45.03,No
3N6CM0KN0KK696295,7/12/2022,"87,803",278,Regular,10,$6.16,$63.63,No
3N6CM0KN0KK696295,7/14/2022,"87,969",166,Regular,7,$6.00,$41.25,No
3N6CM0KN6KK700981,7/12/2022,"75,118",257,Regular,12,$3.85,$45.11,No
