VIN,Date Time,Odometer,Miles Driven,Fuel Type,Units,Price Per Unit,Total Amount,Non-Fuel Transaction,,,,,,"1,233,106",64491,19.12059936
1N6BF0KM9KN801293,7/21/2022,"70,965",380,Regular,25,$4.50,$111.51,No,,,,,,,,
1N4BL4DW1LC121022,7/1/2022,"46,261",529,Regular,15,$4.92,$74.01,No,,,,,,,,
1N4BL4DW1LC121022,7/16/2022,"47,058",309,Regular,11,$4.43,$47.23,No,,,,,,,,
3C6TRVAG6KE507157,7/7/2022,"128,415",340,Regular,18,$4.80,$87.50,No,,,,,,,,
3C6TRVAG6KE507157,7/12/2022,"128,804",389,Regular,19,$4.69,$91.00,No,,,,,,,,
3C6TRVAG6KE507157,7/13/2022,"128,944",140,Regular,10,$4.69,$48.11,No,,,,,,,,
3C6TRVAG6KE507157,7/15/2022,"129,340",396,Premium,22,$4.65,$101.00,No,,,,,,,,
3C6TRVAG6KE507157,7/20/2022,"129,685",345,Regular,19,$4.54,$85.00,No,,,,,,,,
3C6TRVAG6KE507157,7/21/2022,"129,960",275,Regular,13,$4.54,$59.02,No,,,,,,,,
3C6TRVNG6KE531808,7/6/2022,"133,944",397,Regular,21,$5.40,$115.04,No,,,,,,,,
3C6TRVNG6KE531808,7/11/2022,"134,309",365,Regular,20,$5.26,$106.98,No,,,,,,,,
3C6TRVNG6KE531808,7/13/2022,"134,692",383,Regular,21,$5.00,$106.98,No,,,,,,,,
3C6TRVNG6KE531808,7/14/2022,"135,048",356,Regular,20,$5.00,$99.44,No,,,,,,,,
3C6TRVNG6KE531808,7/18/2022,"135,331",283,Regular,16,$4.95,$80.45,No,,,,,,,,
3C6TRVNG6KE531808,7/19/2022,"135,640",309,Regular,18,$4.93,$90.42,No,,,,,,,,
3C6TRVNG6KE531808,7/21/2022,"135,965",325,Regular,18,$4.55,$83.47,No,,,,,,,,
1FTYE2CG8HKA64716,7/12/2022,0,319,Regular,19,$4.60,$85.78,No,,,,,,,,
1FTYE2CG8HKA64716,7/14/2022,"162,768",324,Regular,19,$4.63,$87.83,No,,,,,,,,
1FTYE2CG8HKA64716,7/19/2022,"163,285",517,Regular,14,$4.48,$62.44,No,,,,,,,,
1FTYE2CG8HKA64716,7/20/2022,"163,574",289,Regular,20,$4.45,$88.19,No,,,,,,,,
1N6BF0KM8JN811120,7/5/2022,"109,264",625,Regular,21,$4.86,$101.62,No,,,,,,,,
1N6BF0KM8JN811120,7/8/2022,"109,608",344,Regular,22,$4.56,$98.05,No,,,,,,,,
1N6BF0KM8JN811120,7/12/2022,"109,905",297,Regular,21,$4.50,$92.38,No,,,,,,,,
1N6BF0KM8JN811120,7/20/2022,"110,510",605,Regular,22,$4.65,$101.96,No,,,,,,,,
1N6BF0KM8JN811120,7/21/2022,"110,793",283,Regular,18,$4.22,$76.36,No,,,,,,,,
1N4BL4DVXLC118627,7/12/2022,"52,964",425,Regular,12,$4.06,$50.50,No,,,,,,,,
1N6BF0KM9KN804601,7/1/2022,"49,822",313,Regular,21,$4.86,$101.86,No,,,,,,,,
1N6BF0KM9KN804601,7/6/2022,"50,129",307,Regular,20,$4.76,$97.20,No,,,,,,,,
1N6BF0KM9KN804601,7/8/2022,"5,048",349,Regular,23,$4.70,$110.10,No,,,,,,,,
1N6BF0KM9KN804601,7/13/2022,"50,811",340,Regular,23,$4.64,$105.98,No,,,,,,,,
1N6BF0KM9KN804601,7/15/2022,"51,174",363,Regular,23,$4.80,$109.15,No,,,,,,,,
1N6BF0KM9KN804601,7/20/2022,"51,481",307,Regular,22,$4.46,$98.03,No,,,,,,,,
2C4RDGCG4KR740768,7/3/2022,"50,895",409,Regular,18,$4.85,$85.95,No,,,,,,,,
2C4RDGCG4KR740768,7/11/2022,"51,201",306,Regular,16,$4.64,$75.00,No,,,,,,,,
2C4RDGCG4KR740768,7/20/2022,"51,568",367,Regular,19,$4.76,$89.02,No,,,,,,,,
2C4RDGBGXKR503171,7/5/2022,"24,059",116,Regular,6,$4.80,$30.94,No,,,,,,,,
2C4RDGBGXKR503171,7/7/2022,"85,205",397,Regular,18,$4.85,$86.29,No,,,,,,,,
2C4RDGBGXKR503171,7/12/2022,"85,882",373,Regular,17,$4.70,$78.73,No,,,,,,,,
2C4RDGBGXKR503171,7/14/2022,"86,217",335,Regular,11,$4.60,$50.00,No,,,,,,,,
2C4RDGBGXKR503171,7/15/2022,"86,559",342,Regular,19,$4.65,$86.34,No,,,,,,,,
3C6TRVCG6FE509736,7/6/2022,"101,835",327,Regular,19,$4.76,$89.52,No,,,,,,,,
3C6TRVCG6FE509736,7/8/2022,"128,188",328,Regular,19,$4.76,$88.39,No,,,,,,,,
3C6TRVCG6FE509736,7/14/2022,"102,468",296,Regular,17,$4.68,$78.29,No,,,,,,,,
3C6TRVDG0KE529327,7/18/2022,"56,529",359,Regular,24,$4.86,$116.89,No,,,,,,,,
1N6BF0KM1KN801272,7/6/2022,"26,528",316,Regular,19,$5.07,$97.19,No,,,,,,,,
1N6BF0KM1KN801272,7/13/2022,"26,930",402,Regular,23,$4.80,$111.76,No,,,,,,,,
1N6BF0KYXKN803525,7/1/2022,"118,970",334,Regular,21,$4.90,$103.91,No,,,,,,,,
1N6BF0KYXKN803525,7/5/2022,"119,318",348,Regular,22,$4.85,$106.48,No,,,,,,,,
1N6BF0KYXKN803525,7/7/2022,"119,700",382,Regular,23,$4.84,$109.94,No,,,,,,,,
1N6BF0KYXKN803525,7/13/2022,"120,041",341,Regular,22,$4.40,$95.87,No,,,,,,,,
1N6BF0KY4KN803519,7/5/2022,"107,024",270,Regular,19,$4.90,$95.39,No,,,,,,,,
1N6BF0KY4KN803519,7/6/2022,"107,265",241,Regular,17,$4.86,$81.21,No,,,,,,,,
1N6BF0KY4KN803519,7/7/2022,"107,526",261,Regular,18,$4.80,$84.79,No,,,,,,,,
1N6BF0KY4KN803519,7/11/2022,"107,774",248,Regular,17,$4.70,$81.61,No,,,,,,,,
1N6BF0KY4KN803519,7/12/2022,"108,054",280,Regular,19,$4.76,$88.34,No,,,,,,,,
1N6BF0KY4KN803519,7/13/2022,"108,338",284,Regular,19,$4.60,$85.79,No,,,,,,,,
1N6BF0KY4KN803519,7/15/2022,"108,633",295,Regular,21,$4.70,$97.00,No,,,,,,,,
1N6BF0KY4KN803519,7/18/2022,"108,877",244,Regular,17,$4.60,$76.01,No,,,,,,,,
1N6BF0KY4KN803519,7/22/2022,"109,042",165,Regular,13,$4.56,$57.22,No,,,,,,,,
2C4RDGBG1KR615177,7/5/2022,"103,743",384,Regular,18,$4.86,$87.15,No,,,,,,,,
2C4RDGBG1KR615177,7/7/2022,"104,097",354,Regular,16,$4.56,$71.21,No,,,,,,,,
2C4RDGBG1KR615177,7/12/2022,"104,470",373,Regular,18,$4.70,$83.25,No,,,,,,,,
2C4RDGBG1KR615177,7/14/2022,"104,867",397,Regular,18,$4.80,$86.00,No,,,,,,,,
2C4RDGBG1KR615177,7/19/2022,"105,254",387,Regular,18,$4.40,$78.90,No,,,,,,,,
2C4RDGBG1KR615177,7/20/2022,"105,609",355,Regular,17,$4.70,$81.10,No,,,,,,,,
2C4RDGBGXKR638392,7/1/2022,"7,800",305,Regular,14,$5.66,$77.56,No,,,,,,,,
2C4RDGBGXKR638392,7/6/2022,"78,000",359,Regular,16,$5.40,$86.98,No,,,,,,,,
2C4RDGBGXKR638392,7/7/2022,"48,589",352,Regular,16,$5.38,$85.02,No,,,,,,,,
2C4RDGBGXKR638392,7/9/2022,"8,000",137,Regular,6,$5.46,$33.70,No,,,,,,,,
2C4RDGBGXKR638392,7/22/2022,"78,000",240,Regular,11,$5.00,$53.84,No,,,,,,,,
1N6BF0KM2KN801121,7/1/2022,"95,860",362,Regular,22,$4.96,$109.84,No,,,,,,,,
1N6BF0KM2KN801121,7/7/2022,"96,209",349,Regular,22,$4.96,$110.47,No,,,,,,,,
1N6BF0KM2KN801121,7/12/2022,"96,506",297,Regular,19,$4.70,$88.86,No,,,,,,,,
1N6BF0KM2KN801121,7/15/2022,"96,842",336,Regular,15,$4.70,$69.93,No,,,,,,,,
1N6BF0KM2KN801121,7/19/2022,"97,211",369,Regular,17,$4.65,$79.91,No,,,,,,,,
1N4BL4DV3KC250160,7/5/2022,0,329,Regular,10,$4.17,$41.01,No,,,,,,,,
1N4BL4DV3KC250160,7/6/2022,0,297,Regular,9,$4.16,$37.01,No,,,,,,,,
1N4BL4DV3KC250160,7/11/2022,"75,157",418,Regular,12,$4.09,$51.07,No,,,,,,,,
1N4BL4DV3KC250160,7/12/2022,"75,630",473,Regular,13,$4.09,$52.02,No,,,,,,,,
1N4BL4DV3KC250160,7/13/2022,"76,106",476,Regular,13,$4.09,$51.41,No,,,,,,,,
1N4BL4DV3KC250160,7/14/2022,0,519,Regular,16,$4.06,$63.00,No,,,,,,,,
1N4BL4DV3KC250160,7/14/2022,0,473,Regular,14,$4.04,$57.13,No,,,,,,,,
1N4BL4DV3KC250160,7/20/2022,800,327,Regular,10,$4.00,$39.08,No,,,,,,,,
1N6BF0KM5KN807656,7/6/2022,"59,100",351,Regular,24,$6.23,$151.65,No,,,,,,,,
1N6BF0KM5KN807656,7/13/2022,"59,150",313,Regular,22,$6.16,$133.66,No,,,,,,,,
2C4RDGBG0KR718865,7/8/2022,"88,712",394,Regular,18,$4.28,$75.00,No,,,,,,,,
3C6TRVBG5KE533120,7/5/2022,"64,000",550,Regular,19,$6.48,$123.22,No,,,,,,,,
3C6TRVBG5KE533120,7/7/2022,"64,360",360,Regular,22,$6.48,$145.20,No,,,,,,,,
3C6TRVBG5KE533120,7/13/2022,"94,950",134,Regular,9,$6.00,$55.58,No,,,,,,,,
3C6TRVBG5KE533120,7/15/2022,"64,800",316,Regular,22,$5.90,$128.53,No,,,,,,,,
3C6TRVBG5KE533120,7/21/2022,"65,130",330,Regular,22,$5.90,$132.42,No,,,,,,,,
3N6CM0KNXKK706539,7/7/2022,"90,157",228,Regular,10,$6.48,$63.12,No,,,,,,,,
2C4RDGBG4KR664616,7/5/2022,"51,141",336,Regular,15,$4.96,$72.33,No,,,,,,,,
2C4RDGBG4KR664616,7/8/2022,"51,425",284,Regular,13,$4.60,$59.58,No,,,,,,,,
2C4RDGBG4KR664616,7/13/2022,"51,574",149,Regular,16,$4.50,$69.95,No,,,,,,,,
2C4RDGBG4KR664616,7/18/2022,"52,070",496,Regular,16,$4.34,$67.38,No,,,,,,,,
2C4RDGBG4KR664616,7/20/2022,"52,403",333,Regular,13,$4.26,$54.34,No,,,,,,,,
3N6CM0KN4KK706097,7/6/2022,"27,810",302,Regular,12,$4.85,$59.47,No,,,,,,,,
3N6CM0KN4KK706097,7/15/2022,"28,058",248,Regular,11,$4.36,$46.01,No,,,,,,,,
1FTFW1ET2DFC93985,7/5/2022,"162,548",417,Regular,24,$4.97,$118.29,No,,,,,,,,
1FTFW1ET2DFC93985,7/11/2022,"162,733",185,Regular,22,$4.20,$90.31,No,,,,,,,,
2C4RDGBG2KR504038,7/5/2022,"82,723",295,Regular,16,$5.00,$81.44,No,,,,,,,,
2C4RDGBG2KR504038,7/8/2022,"83,032",309,Regular,13,$4.26,$56.30,No,,,,,,,,
2C4RDGBG2KR504038,7/15/2022,"83,309",277,Regular,15,$4.09,$61.08,No,,,,,,,,
2C4RDGBG2KR504038,7/21/2022,"83,580",271,Regular,15,$4.40,$66.97,No,,,,,,,,
2C4RDGBG2KR504038,7/21/2022,"83,885",305,Regular,12,$3.67,$43.31,No,,,,,,,,
2C4RDGBG2KR504038,7/22/2022,"84,237",352,Regular,16,$4.10,$66.35,No,,,,,,,,
2C4RDGBG8KR730116,7/11/2022,"33,550",209,Regular,10,$4.76,$47.99,No,,,,,,,,
2C4RDGBG8KR730116,7/15/2022,"35,900",306,Regular,15,$4.70,$69.32,No,,,,,,,,
2C4RDGBG7KR719916,7/1/2022,"87,711",413,Regular,18,$4.10,$73.01,No,,,,,,,,
2C4RDGBG7KR719916,7/8/2022,"88,131",420,Regular,19,$4.36,$83.57,No,,,,,,,,
2C4RDGBG7KR719916,7/13/2022,"88,552",421,Regular,18,$3.87,$69.00,No,,,,,,,,
2C4RDGBG7KR719916,7/18/2022,"88,937",385,Regular,17,$3.75,$65.29,No,,,,,,,,
2C4RDGBG7KR719916,7/21/2022,"89,325",388,Regular,17,$3.69,$64.44,No,,,,,,,,
2C4RDGBG1KR713772,7/12/2022,"48,857",344,Regular,16,$4.30,$70.31,No,,,,,,,,
2C4RDGBG1KR713772,7/19/2022,"49,146",289,Regular,14,$3.98,$54.53,No,,,,,,,,
2C4RDGBG4KR638498,7/1/2022,"9,161",397,Regular,18,$4.32,$77.27,No,,,,,,,,
2C4RDGBG4KR638498,7/6/2022,"92,157",399,Regular,18,$4.40,$78.98,No,,,,,,,,
2C4RDGBG4KR638498,7/12/2022,"92,434",277,Regular,15,$4.20,$60.88,No,,,,,,,,
2C4RDGBG4KR638498,7/15/2022,"92,809",375,Regular,17,$4.80,$80.45,No,,,,,,,,
2C4RDGBG4KR638498,7/19/2022,0,401,Regular,18,$4.00,$72.19,No,,,,,,,,
1N6BF0KM3KN807803,7/6/2022,"82,644",357,Regular,24,$4.66,$111.87,No,,,,,,,,
1N6BF0KM3KN807803,7/8/2022,"82,994",350,Regular,24,$4.56,$107.35,No,,,,,,,,
1N6BF0KM3KN807803,7/12/2022,"83,356",362,Regular,15,$4.56,$70.00,No,,,,,,,,
1N6BF0KM3KN807803,7/13/2022,"83,549",193,Regular,22,$4.46,$97.89,No,,,,,,,,
1N6BF0KM3KN807803,7/15/2022,"83,864",315,Regular,21,$4.50,$96.22,No,,,,,,,,
1N6BF0KM3KN807803,7/19/2022,"84,212",348,Regular,23,$4.36,$98.13,No,,,,,,,,
3C6TRVNGXKE503039,7/1/2022,"101,671",175,Regular,10,$4.68,$44.79,No,,,,,,,,
3C6TRVNGXKE503039,7/7/2022,"102,011",340,Mid-Grade,20,$4.98,$97.80,No,,,,,,,,
3C6TRVNGXKE503039,7/8/2022,"102,341",330,Regular,19,$4.58,$88.27,No,,,,,,,,
3C6TRVNGXKE503039,7/14/2022,"102,597",256,Mid-Grade,15,$5.10,$76.15,No,,,,,,,,
3C6TRVNGXKE503039,7/18/2022,"102,919",322,Regular,18,$4.48,$81.64,No,,,,,,,,
3C6TRVNGXKE503039,7/22/2022,"103,212",293,Mid-Grade,18,$4.67,$81.85,No,,,,,,,,
1N4BL4DV9KC116298,7/6/2022,"41,627",482,Regular,15,$6.36,$94.72,No,,,,,,,,
1N4BL4DV9KC116298,7/12/2022,"42,233",606,Regular,16,$6.00,$96.99,No,,,,,,,,
2C4RDGBG1KR615129,7/5/2022,"51,821",344,Regular,16,$4.75,$76.63,No,,,,,,,,
2C4RDGBG1KR615129,7/11/2022,"52,220",399,Regular,16,$4.64,$75.91,No,,,,,,,,
2C4RDGBG1KR615129,7/19/2022,"52,553",333,Regular,15,$4.50,$65.91,No,,,,,,,,
2C4RDGBG1KR615129,7/21/2022,1,535,Regular,23,$4.46,$104.66,No,,,,,,,,
1N6BF0LY5KN802832,7/6/2022,"59,216",203,Regular,15,$4.80,$72.18,No,,,,,,,,
1N6BF0LY5KN802832,7/7/2022,"59,585",369,Regular,25,$4.66,$117.51,No,,,,,,,,
1N6BF0LY5KN802832,7/14/2022,"59,791",206,Regular,13,$4.70,$62.44,No,,,,,,,,
1N6BF0LY5KN802832,7/15/2022,"59,985",194,Regular,15,$4.49,$66.81,No,,,,,,,,
1N6BF0LY5KN802832,7/20/2022,"60,314",329,Regular,23,$4.56,$104.35,No,,,,,,,,
1N6BF0LY5KN802832,7/22/2022,"606,250",376,Regular,23,$4.10,$94.46,No,,,,,,,,
2C4RDGBG9KR740847,7/6/2022,"73,427",234,Regular,11,$6.30,$72.07,No,,,,,,,,
2C4RDGBG9KR740847,7/12/2022,"73,431",349,Regular,17,$6.16,$105.28,No,,,,,,,,
2C4RDGBG9KR740847,7/15/2022,"74,065",634,Regular,18,$6.10,$111.80,No,,,,,,,,
2C4RDGBG9KR740847,7/21/2022,"74,294",229,Regular,14,$5.80,$79.17,No,,,,,,,,
2C4RDGBG1KR500787,7/5/2022,"52,828",274,Regular,11,$4.90,$55.80,No,,,,,,,,
2C4RDGBG1KR500787,7/14/2022,"52,033",377,Regular,17,$4.60,$79.65,No,,,,,,,,
3C6TRVNG0KE539841,7/12/2022,"156,821",307,Regular,18,$4.84,$87.62,No,,,,,,,,
3C6TRVNG0KE539841,7/13/2022,"157,182",361,Regular,19,$4.77,$91.85,No,,,,,,,,
3C6TRVNG0KE539841,7/18/2022,"157,479",297,Regular,16,$4.47,$73.37,No,,,,,,,,
3C6TRVNG0KE539841,7/19/2022,"157,814",335,Regular,18,$4.67,$82.98,No,,,,,,,,
3C6TRVNG0KE539841,7/21/2022,"158,053",239,Regular,15,$4.55,$68.29,No,,,,,,,,
2C4RDGBG4KR685191,7/6/2022,"47,661",273,Regular,11,$4.70,$51.05,No,,,,,,,,
2C4RDGBG4KR685191,7/11/2022,"47,863",202,Regular,12,$4.70,$57.44,No,,,,,,,,
2C4RDGBG4KR685191,7/12/2022,"48,147",284,Regular,12,$4.70,$57.62,No,,,,,,,,
2C4RDGBG4KR685191,7/15/2022,"48,379",232,Regular,11,$4.55,$50.14,No,,,,,,,,
2C4RDGBG4KR685191,7/21/2022,"48,653",274,Regular,15,$4.34,$65.38,No,,,,,,,,
1N6BF0KM6KN806855,7/5/2022,"42,529",374,Regular,22,$4.18,$93.84,No,,,,,,,,
1N6BF0KM6KN806855,7/19/2022,"42,756",253,Regular,15,$4.10,$60.35,No,,,,,,,,
1N6BF0KM6KN806855,7/21/2022,"43,141",385,Regular,23,$3.96,$90.41,No,,,,,,,,
2C4RDGBG9KR713342,7/1/2022,"140,183",422,Regular,18,$4.98,$87.71,No,,,,,,,,
2C4RDGBG9KR713342,7/5/2022,"140,570",387,Regular,17,$4.70,$79.93,No,,,,,,,,
2C4RDGBG9KR713342,7/7/2022,"140,796",226,Regular,17,$4.86,$83.50,No,,,,,,,,
2C4RDGBG9KR713342,7/12/2022,"141,476",680,Regular,17,$4.58,$77.96,No,,,,,,,,
2C4RDGBG9KR713342,7/14/2022,"141,875",399,Regular,18,$4.56,$81.00,No,,,,,,,,
2C4RDGBG9KR713342,7/19/2022,"142,769",390,Regular,17,$4.56,$75.45,No,,,,,,,,
2C4RDGBG9KR713342,7/21/2022,"143,175",406,Regular,19,$4.54,$85.87,No,,,,,,,,
3N6CM0KN9KK709352,7/5/2022,"83,840",282,Regular,11,$4.57,$51.85,No,,,,,,,,
3N6CM0KN9KK709352,7/7/2022,"84,071",231,Regular,9,$4.40,$38.97,No,,,,,,,,
3N6CM0KN9KK709352,7/11/2022,"84,332",261,Regular,11,$4.30,$45.16,No,,,,,,,,
3N6CM0KN9KK709352,7/12/2022,"84,646",314,Regular,12,$4.28,$50.42,No,,,,,,,,
3N6CM0KN9KK709352,7/14/2022,"84,911",265,Regular,10,$4.24,$43.53,No,,,,,,,,
3N6CM0KN4KK708996,7/1/2022,"107,542",174,Regular,7,$6.48,$44.52,No,,,,,,,,
3N6CM0KN4KK708996,7/5/2022,"107,698",156,Regular,6,$6.48,$39.78,No,,,,,,,,
3N6CM0KN4KK708996,7/6/2022,"107,838",140,Regular,5,$6.48,$35.27,No,,,,,,,,
3N6CM0KN4KK708996,7/7/2022,"107,962",124,Regular,5,$6.49,$30.76,No,,,,,,,,
3N6CM0KN4KK708996,7/8/2022,"108,107",145,Regular,5,$6.48,$35.06,No,,,,,,,,
3N6CM0KN4KK708996,7/11/2022,"108,287",180,Regular,7,$6.18,$43.66,No,,,,,,,,
3N6CM0KN4KK708996,7/12/2022,"108,518",231,Regular,10,$6.08,$63.41,No,,,,,,,,
3N6CM0KN4KK708996,7/13/2022,"108,671",153,Regular,5,$6.08,$30.05,No,,,,,,,,
3N6CM0KN4KK708996,7/14/2022,"108,829",158,Regular,6,$6.09,$39.33,No,,,,,,,,
3N6CM0KN4KK708996,7/15/2022,"108,971",142,Regular,6,$6.08,$35.17,No,,,,,,,,
3N6CM0KN4KK708996,7/18/2022,"109,170",199,Regular,8,$5.90,$46.13,No,,,,,,,,
3N6CM0KN4KK708996,7/19/2022,"109,314",144,Regular,6,$5.90,$33.41,No,,,,,,,,
3N6CM0KN4KK708996,7/20/2022,"109,453",139,Regular,6,$5.91,$33.61,No,,,,,,,,
3N6CM0KN4KK708996,7/21/2022,"109,646",193,Regular,8,$5.90,$47.46,No,,,,,,,,
3N6CM0KN4KK708996,7/22/2022,"109,788",142,Regular,6,$5.76,$35.44,No,,,,,,,,
1N6BF0LYXKN804494,7/6/2022,"59,961",450,Regular,14,$4.77,$66.00,No,,,,,,,,
1N6BF0LYXKN804494,7/11/2022,"60,311",350,Regular,24,$4.77,$116.00,No,,,,,,,,
1N6BF0LYXKN804494,7/13/2022,"60,530",219,Regular,15,$4.83,$74.01,No,,,,,,,,
1N6BF0LYXKN804494,7/20/2022,"60,849",319,Regular,23,$4.61,$108.01,No,,,,,,,,
1N6BF0LYXKN804494,7/21/2022,"61,046",197,Regular,14,$4.57,$64.00,No,,,,,,,,
1N6BF0KM9KN801018,7/5/2022,"97,639",307,Regular,19,$4.20,$79.73,No,,,,,,,,
1N6BF0KM9KN801018,7/6/2022,"98,012",373,Regular,23,$4.50,$103.24,No,,,,,,,,
1N6BF0KM9KN801018,7/7/2022,"98,351",339,Regular,23,$4.40,$99.33,No,,,,,,,,
1N6BF0KM9KN801018,7/11/2022,"98,705",354,Regular,22,$4.10,$91.28,No,,,,,,,,
1N6BF0KM9KN801018,7/12/2022,"99,041",336,Regular,22,$4.33,$95.24,No,,,,,,,,
1N6BF0KM9KN801018,7/13/2022,"99,387",346,Regular,21,$4.10,$87.21,No,,,,,,,,
1N6BF0KM9KN801018,7/15/2022,"99,757",370,Regular,23,$4.36,$99.33,No,,,,,,,,
2C4RDGBG4KR757054,7/4/2022,"88,212",314,Regular,11,$4.93,$55.02,No,,,,,,,,
2C4RDGBG4KR757054,7/6/2022,"88,387",175,Regular,15,$4.90,$71.84,No,,,,,,,,
2C4RDGBG4KR757054,7/10/2022,"88,709",322,Regular,15,$4.93,$75.19,No,,,,,,,,
2C4RDGBG4KR757054,7/12/2022,"89,051",342,Regular,17,$4.93,$82.68,No,,,,,,,,
2C4RDGBG4KR757054,7/15/2022,"89,415",364,Mid-Grade,12,$5.10,$60.21,No,,,,,,,,
2C4RDGBG4KR757054,7/17/2022,"89,660",245,Regular,16,$4.60,$73.68,No,,,,,,,,
2C4RDGBG4KR757054,7/19/2022,"89,939",97,Regular,5,$4.39,$20.93,No,,,,,,,,
2C4RDGBG4KR757054,7/20/2022,"90,880",344,Regular,17,$4.50,$75.94,No,,,,,,,,
3C6TRVNG1KE546359,7/5/2022,"53,830",383,Regular,21,$4.60,$96.37,No,,,,,,,,
3C6TRVNG1KE546359,7/11/2022,"54,217",387,Regular,21,$4.58,$94.00,No,,,,,,,,
3C6TRVNG1KE546359,7/13/2022,"54,558",341,Regular,18,$4.63,$85.52,No,,,,,,,,
3C6TRVNG1KE546359,7/15/2022,"54,853",295,Regular,16,$4.46,$69.28,No,,,,,,,,
3C6TRVNG1KE546359,7/19/2022,"54,980",127,Regular,8,$4.22,$32.23,No,,,,,,,,
3C6TRVNG1KE546359,7/21/2022,"55,374",394,Regular,17,$4.64,$77.92,No,,,,,,,,
3C6TRVBG8KE509281,7/5/2022,0,279,Regular,16,$4.83,$75.17,No,,,,,,,,
3C6TRVBG8KE509281,7/12/2022,"35,555",438,Regular,24,$4.74,$115.43,No,,,,,,,,
3C6TRVBG8KE509281,7/19/2022,"25,000",462,Regular,26,$4.60,$118.26,No,,,,,,,,
2C4RDGBG0KR596444,7/2/2022,"98,814",357,Regular,17,$4.76,$79.84,No,,,,,,,,
2C4RDGBG0KR596444,7/10/2022,"99,205",391,Regular,16,$4.48,$73.16,No,,,,,,,,
2C4RDGBG0KR596444,7/12/2022,"99,515",310,Regular,13,$4.30,$53.77,No,,,,,,,,
2C4RDGBG0KR596444,7/15/2022,"99,861",346,Regular,16,$4.28,$69.64,No,,,,,,,,
2C4RDGBG0KR596444,7/20/2022,"10,043",364,Regular,16,$4.35,$69.31,No,,,,,,,,
1N6BF0KM4KN801265,7/1/2022,"131,730",319,Regular,21,$4.80,$99.12,No,,,,,,,,
1N6BF0KM4KN801265,7/11/2022,"132,200",470,Regular,23,$4.26,$97.01,No,,,,,,,,
1N6BF0KM4KN801265,7/12/2022,"132,477",277,Regular,19,$5.00,$97.01,No,,,,,,,,
1N6BF0KM4KN801265,7/13/2022,"132,900",423,Regular,21,$4.50,$94.00,No,,,,,,,,
1N6BF0KM4KN801265,7/15/2022,"133,170",270,Regular,25,$4.95,$123.87,No,,,,,,,,
1N6BF0KM4KN801265,7/18/2022,"133,570",400,Regular,19,$5.08,$98.03,No,,,,,,,,
1N6BF0KM4KN801265,7/20/2022,"133,750",180,Regular,18,$4.56,$81.17,No,,,,,,,,
1N4BL4DV6KC250007,7/5/2022,"39,369",198,Regular,9,$4.66,$41.06,No,,,,,,,,
1N4BL4DV6KC250007,7/7/2022,"99,999",304,Regular,10,$4.30,$43.47,No,,,,,,,,
1N4BL4DV6KC250007,7/7/2022,"99,999",238,Regular,8,$4.35,$34.46,No,,,,,,,,
1N4BL4DV6KC250007,7/8/2022,"99,999",388,Regular,13,$4.66,$60.08,No,,,,,,,,
1N4BL4DV6KC250007,7/8/2022,"99,999",251,Regular,8,$4.36,$36.36,No,,,,,,,,
1N4BL4DV6KC250007,7/19/2022,"99,999",384,Regular,13,$4.48,$57.21,No,,,,,,,,
1N4BL4DV6KC250007,7/21/2022,"99,999",407,Regular,14,$4.32,$58.47,No,,,,,,,,
3C6TRVCG2KE531453,7/5/2022,0,288,Regular,16,$4.30,$68.81,No,,,,,,,,
3C6TRVCG2KE531453,7/7/2022,0,232,Regular,13,$4.20,$54.23,No,,,,,,,,
3C6TRVCG2KE531453,7/11/2022,"81,990",273,Regular,15,$4.07,$61.80,No,,,,,,,,
3C6TRVCG2KE531453,7/15/2022,"82,291",301,Regular,16,$3.93,$64.31,No,,,,,,,,
3C6TRVCG2KE531453,7/19/2022,8,208,Regular,12,$3.92,$45.43,No,,,,,,,,
3C6TRVCG2KE531453,7/21/2022,"82,725",211,Regular,12,$3.80,$44.65,No,,,,,,,,
1N6BF0KM6KN807861,7/12/2022,"51,490",273,Regular,18,$4.60,$82.00,No,,,,,,,,
1N6BF0KM6KN807861,7/21/2022,"520,453",316,Regular,21,$4.40,$90.91,No,,,,,,,,
3N6CM0KN7KK710984,7/5/2022,"74,936",323,Regular,12,$4.80,$55.25,No,,,,,,,,
3N6CM0KN7KK710984,7/6/2022,"75,188",252,Regular,8,$4.79,$39.90,No,,,,,,,,
3N6CM0KN7KK710984,7/13/2022,"75,498",310,Regular,11,$4.70,$50.76,No,,,,,,,,
3N6CM0KN7KK710984,7/18/2022,"75,713",215,Regular,8,$4.60,$34.70,No,,,,,,,,
3N6CM0KN7KK710984,7/19/2022,"75,991",278,Regular,10,$4.60,$47.40,No,,,,,,,,
2C4RDGBG4KR788949,7/11/2022,"37,791",404,Regular,18,$4.96,$89.05,No,,,,,,,,
2C4RDGBG4KR788949,7/18/2022,"31,894",349,Regular,16,$4.60,$75.00,No,,,,,,,,
2C4RDGBG0KR788950,7/5/2022,"60,236",394,Regular,16,$4.90,$80.20,No,,,,,,,,
2C4RDGBG0KR788950,7/7/2022,"60,500",264,Regular,12,$4.86,$56.31,No,,,,,,,,
2C4RDGBG0KR788950,7/11/2022,"60,738",238,Regular,12,$4.80,$59.76,No,,,,,,,,
2C4RDGBG0KR788950,7/14/2022,"60,960",222,Regular,12,$4.66,$54.12,No,,,,,,,,
